bury	dbo:restingPlace,dbo:Settlement	home town,birth place,employer,placeofburial,parent,education,known for,country,place of burial,nationality,residence,PLACE OF DEATH,death place,state of origin,resting place,Populated places of Arctic Norway,Populated places established in 1952,RomanesquE sites in Hungary,UFO-related locations,Localities in Elbe-Elster,Hebrew Bible cities,Populated places established in 1813,Polders,AymguuD of Mongolia,Districts of London listed in the Domesday Book,Populated places established in 1819,County seats in South Carolina,Populated places in Antalya Province,Populated places established in 1818,Spanish provinces,Populated places established in 1958,Planned cities in Brazil,Populated places established in 1963,Municipalities of the canton of NeuChatel,Neighborhoods in Los Angeles,California,Populated places established in 1824,States and territories established in 1312,Provinces,Populated places established in 1822,Religious Israeli communities,Populated places established in 1823,Populated places established in 1820,Populated places established in 1821,Seaside resorts in the Netherlands,States and territories established in 1218,Legends,Populated places on the DanuBE,conditions,Populated coastal places in Spain,Populated places in the Eastern Cape,Cities and towns in Styria,Populated places established in 1829,Districts of Himachal Pradesh,Populated places established in 1828,Railway towns in England,Populated places established in 1827,Localities of Salento,Cities in the Great Rift Valley,Municipalities of Glarus,Planned cities in Hungary,Metropolitan areas of Arizona,Towns in Dixie County,Florida,Counties of Northern Ireland,Communes of Seine-Saint-Denis,Populated places in San Mateo County,California,Archaeological sites in Iraq,Populated places established in 1831,Populated places on the Potomac River,Germany–Switzerland border crossings,Populated places established in 1832,Communes of Hérault,Municipalities of Flemish Brabant,Populated places established in 1835,Districts of Greenwich,Populated places established in 1839,locations,Cities and towns in Birbhum district,Ghost towns in Illinois,County seats in Florida,Ukrainian communities in Slovakia,atmospheric condition,Communes of AuDE,Populated places in BéChar Province,states of the Holy Roman Empire,Cities and towns in the Marche,Populated places in the Free State (South African province),World Heritage Sites in Spain,Populated places established in 1942,Populated places in Hatay Province,Prefectures of Morocco,Medieval defences,Populated places established in 1846,Port cities and towns in Germany,Districts of Gujarat,Welsh county towns,Provinces of south africa,uninhabited islands,Populated coastal places in Morocco,Streetcar suBurbs,Populated places established in 1948,Towns in Fairfield County,Connecticut,Port cities and towns in VenezuEla,Communes of Haute-Saône,Port cities in New Zealand,Communities of Swansea,Beaches of Orissa,Cities and towns in Dungarpur district,weather condition,Municipalities in Pontevedra,Communes of AuBE,Towns in Berkshire County,Massachusetts,Provinces of spain,Superfund sites,Populated places in Somalia,Communities in the Mojave Desert,Port cities and towns in China,Populated places in the Colorado Desert,United States places with Orthodox Jewish communities,East frisian islands,Communes of Charente,Provinces of Mongolia,Port cities in India,Gothic sites in Italy,country,Cities and towns in the Czech RepuBlic,Communes of Ardennes,Hot springs of India,States and territories established in 1556,Populated places in Kazakhstan,Populated places in Nepal,Populated places in South Holland,Populated places in Goiás,Localities in Spree-NeißE,Municipal seats of Denmark,Prefectures of Mongolia,Italian Provinces,Villages in Connecticut,Populated places in Rawalpindi District,Municipalities of the Province of Syracuse,Displaced Persons camps,Census-designated places in Citrus County,Florida,island,1928 Summer Olympic venuEs,Le Corbusier buildings,Municipalities of Nidwalden,Provinces of South Africa,Census-designated places in Litchfield County,Connecticut,Special Economic Zones,Populated places in Västernorrland County,Towns in Okaloosa County,Florida,Regions of spain,Populated places in Aceh,County seats in New York,Communes of Oise,Provincial capitals of Wallonia,Counties of North Ireland,Populated places established in 1901,Parishes in Asturias,Communes of GuADEloupe,Aimaq,East Frisian Island,River islands,States and territories established in 2000,Prefectures of France,South Africa/Provinces,Local government districts of South East England,Gated communities,Populated places established in 1808,Populated coastal places in Rio de Janeiro (state),States and territories established in 2006,Municipalities in TeruEl,States of the Holy Roman Empire,Ports and harbours of Hampshire,Provinces of Spain,Neighbourhoods of Istanbul,Communes of Nord,Municipal seats of Stockholm County,University towns in Germany,towns in Portugal,Northern Ireland counties,Cities in South East England,Port cities and towns in Ukraine,Ancient Greek sites in Egypt,Prefecture,Mediterranean port cities and towns in Croatia,Cities in Flagler County,Florida,Administrative divisions of San Marino,Uninhabited islands,Railway stations in Rajasthan,Host cities of the Winter Olympic Games,Villages in PułAwy County,Census-designated places in Gila County,Arizona,Prefectures in france,Former Indian capital cities,Municipalities of Walloon Brabant,destroyed cities,Former populated places in Turkey,Railway stations in Krishna district,Cities and towns in Anuppur district,Census-designated places in Georgia (U.S. state),Flemish provinces,Communes of Isère,Municipalities in Lleida,Mexican state capitals,Mediterranean port cities and towns in France,Metropolitan areas of Australia,List of South African provinces by area,Towns in New Haven County,Connecticut,Populated places in North Brabant,Municipalities of Madeira,Communes of Corrèze,Community Development Blocks in Jalpaiguri district,Port cities and towns in Scotland,Cities and towns in Campania,Populated places in Pinal County,Arizona,Cities and towns in Malappuram district,Populated places in Belize,Communes of Loiret,Cities in Nevada,Cities and towns in Ahmednagar district,Boroughs of New York City,Archaeological sites in Belarus,NuClear-weapon-free zones,Communes of the Province of Trento,Census-designated places in Colorado,Towns in Maine,Provinces of Sicily,Populated places in Kachin State,Populated places established in 1726,Canada – United States border crossings,Ports and harbours of the United Arab Emirates,Regions of Somalia,Cities in Saxony-Anhalt,Regions of North Rhine-Westphalia,World Heritage Sites in Sweden,West frisian islands,Populated places in Kahramanmaraş Province,County seats in Alabama,Cities in Iowa,Cities and towns in SindhuDurg district,Walloon provinces,Islands of Brittany,gated communities,Barrier islands of Florida,Roman legions' camps in Germany,Communes of Saône-et-Loire,Cities and towns in Karnataka,Oases of Egypt,Villages in American Samoa,Aymags,Roman sites of Campania,Ports and harbors of California,Census-designated places in Sarasota County,Florida,Cities in Collier County,Florida,Populated places in Yemen,Populated places established in 1713,Port cities and towns in Taiwan,World Heritage Sites in Iran,Populated places established in 1715,Populated places in Mohave County,Arizona,Islands in the English Channel,Cities in Tennessee,Islands of Germany,Cities and towns in Raigarh district,Ayimagh,Development towns,Provinces of Italy,East Frisian Islands,Ports and harbours of Kent,Populated coastal places in Alabama,Micropolitan areas of New Mexico,Cities in Los Angeles County,California,Districts of Moldova,Indian Princely States,Staple ports,Islands of Chile,List of regions in Niger,Populated coastal places in India,Populated places established in 1603,Municipalities in HuEsca,Cities in Vietnam,Tidal islands,Cities in Virginia,Populated coastal places in New Zealand,County seats in Iowa,Municipalities of the Province of Caltanissetta,Port cities of the Sea of Marmara,Islands of the Faroe Islands,Parishes of SetúBAl,Cities in Brevard County,Florida,Awrajja of Ethiopia,Mediterranean port cities and towns in Egypt,Capitals of Chilean regions,Places in Serbian Banat,Cities and towns in Bhavnagar district,Towns in Bristol County,Massachusetts,Unincorporated communities in California,Ancient Greek sites in Italy,Populated places in the Ayeyarwady Division,Villages in New York,States and territories established in 1981,Parishes of GuErnsey,Somerset Levels,Cities and towns in Chelyabinsk Oblast,Cities in Switzerland,Towns in Ceredigion,Communes of Ariège,Former populated places in the CauCAsus,Towns in Saxony,Port cities and towns of the Baltic Sea,County seats in West Virginia,List of cities in San Marino,Destroyed cities,Populated places in Kunar Province,Belgium–France border crossings,Cities and towns in the Aosta Valley,Populated places established in 1624,Cities and towns in Croatia,Populated places established in 1626,Populated places established in 1767,Ski areas and resorts in Switzerland,Populated places established in the 1490s,Parishes of andorra,Municipalities in Menorca,Municipalities in CiuDAD Real,Cities and towns in Kapurthala district,Ramsar sites in France,Populated places established in the 3rd century BC,Populated places in Komárom-Esztergom county,Capitals in Europe,Municipalities of Dutch Limburg,Aymags of Mongolia,Populated places established in 1565,Port cities and towns in Denmark,Cities in Columbia County,Florida,Populated places established in the 1830s,urban center,Populated places established in 1560,Populated places in Baghdad Governorate,Populated places established in 1638,Populated places established in 1635,Wars involving the Taliban,East Frisian islands,Populated coastal places in Oman,Populated places established in 1633,Populated places established in the 6th century BC,PréFECtures in France,Populated places established in 1630,Ski areas and resorts in Germany,County seats in Arizona,Populated places established in 1534,Villages in Slovakia,Municipalities in Schleswig-Holstein,Populated coastal places in Croatia,European Capitals of Culture,Forts in Andhra Pradesh,Beaches of Duval County,Florida,Populated places in Sindh,State capitals in SuDAn,Populated places established in 1648,Communes of Lozère,Regions of Niger,Towns in Asturias,Cities in Sarasota County,Florida,PréFECture,Populated places established in 1543,Districts of Delhi,Regions of Europe with multiple official languAges,Roman sites in Turkey,Municipalities of BragançA,Ski areas and resorts in Denmark,Atolls of TuAmotu,Counties of northern ireland,Populated places established in the 7th century,Cities in Aomori Prefecture,Cities in Tanzania,Populated places in Santa Catarina (state),University towns in South Africa,County seats in Colorado,Aimags of mongolia,Populated places established in 1659,Census-designated places in Lee County,Florida,Populated places in Rift Valley Province,List of South African provinces by population density,Volcanoes of French Polynesia,Populated places established in the 4th millennium BC,Populated places in Suriname,Cities in Northeast India,Villages in Miami-Dade County,Florida,Populated places in Finnmark,Populated places established in 1529,Populated places in Bahia,SuBDivisions of San Marino,Municipalities of the canton of Jura,Cities in Ohio,Somerset levels,Laos–Thailand border crossings,Cities and towns in Saharanpur district,Parishes of Paredes,Communes of Drôme,Populated places of Arctic Greenland,Towns in Norfolk County,Massachusetts,Communes of Marne,Cities in San Bernardino County,California,Populated places established in 1671,Somerset Levels and Moors,Cities in the Imperial Valley,Populated places established in 1778,Census-designated places in Yavapai County,Arizona,land,National Historic Landmarks in Arizona,Railway stations in Ganjam district,Cities in Friesland,University towns in the United Kingdom,Former municipalities of Switzerland,Districts of Andhra Pradesh,Populated places established in 1770,Populated places established in 1675,Market towns in GlouCEstershire,Populated places in Cochise County,Arizona,Cities in North Rhine-Westphalia,Municipal seats of Blekinge County,Districts of Uttarakhand,Parishes of Andorra,Populated places established in 1787,Populated places in Slovenia,Census-designated places in Palm Beach County,Florida,States and territories established in 1970,County seats in Missouri,States and territories established in 1972,Municipalities of Hidalgo,Company towns in California,Prefectures in France,Communes of Meurthe-et-Moselle,Cities in Ukraine,Populated places established in the 1310s,Cities and towns in Molise,Communes of Eure-et-Loir,Municipalities of Greater Cincinnati,French prefectures,Communes of DouBs,Census-designated places in Imperial County,California,Municipalities of Schaffhausen,Census-designated places in Los Angeles County,California,Populated places in Acre (state),Cities in Hillsborough County,Florida,Amarna letters locations,Castles in Castile and León,Populated places in Belgium,Municipal seats of North Denmark Region,Populated places in Côte d'Ivoire,city,Aimags,Census-designated places in San Diego County,California,Villages in Illinois,Populated places in Mato Grosso do Sul,Populated places in Kendall County,Illinois,Populated places in Mazandaran Province,weather,Ancient Roman provinces,Towns in Worcester County,Massachusetts,Municipalities of San Marino,Census-designated places in Riverside County,California,Airfields of the United States Army Air Forces in Italy,Cities and towns in Darjeeling district,Districts of the canton of Fribourg,Independent cities in the United States,Railway stations in Gujarat,Towns in Portugal,Hill stations in Pakistan,Cities in Ventura County,California,States and territories established in 1814,Resorts in Switzerland,Populated places established in the 8th millennium BC,List of South African provinces by population,Communes of Meuse,Roman towns and cities in Provence,Populated places established in 1891,Metropolitan boroughs,Cities in West Virginia,Populated places in Tuvalu,Populated places established in 1898,Populated places in Mon State,populated place,Islands of the Persian Gulf,Municipalities of North Brabant,Cities and towns in PuDukkottai district,Archaeological sites in Kazakhstan,Districts of the canton of GrauBünden,Cities in Aichi Prefecture,World Heritage Sites in danger,Cities and towns in Pomeranian Voivodeship,Samnite cities,Municipalities in A CoruñA,Populated places in Greenland,Metropolitan areas of China,Aimags of Mongolia,Zones of Ethiopia,Ports and harbours of Cornwall,Populated coastal places in Somalia,Populated places in Faisalabad District,List of South African provinces,Municipalities in El Bierzo,Populated places in Montenegro,Populated places in Georgia (country),Populated places in Cotopaxi Province,World Heritage Sites in Germany,Districts of the canton of Aargau,Cities and towns in Jehanabad district,Municipalities of East Flanders,Populated places in Uzbekistan,Islands of Iran,cities and towns in the Czech RepuBlic,Populated places in Manisa Province,Divisions of Indian Railways,Railway stations in Maharashtra,Populated places in Togo,Roman sites in Spain,City,Cities and towns in Kendujhar district,Cultural Sites on the UNESCO World Heritage Tentative List,Ghost towns in Arizona,United States communities with African American majority populations,Cities and towns in Dhar district,Romanian-speaking countries and territories,Villages in Sogn og Fjordane,Populated places in Iceland,County seats in Ohio,Towns in West Yorkshire,Climbing areas,metropolis,Communes of Sarthe,Cities and towns in Emilia-Romagna,Cities in Orange County,California,Ostfriesische Inseln,Slovak communities in Hungary,Municipalities in Valencia,Populated places on the Yangtze River,Villages in Lower Saxony,Cities in Western Australia,Communes of Vienne,MarquEsses of Rougé,Populated places established in 1869,Populated coastal places in Saint Kitts and Nevis,Municipal seats of Skåne County,Cities and towns in ŁóDź Voivodeship,Populated places in Norfolk County,Massachusetts,Cities and towns in Darbhanga district,Cities and towns in Dibrugarh district,Populated places established in the 1400s,Populated places established in 1859,Cities of Romania served by tramway systems,Islands of the Andaman and Nicobar Islands,Populated places in SuDAn,Planned communities,Towns in Kent County,Delaware,Twin cities,Populated places on the Fraser River,Spa towns in Italy,Towns in Dukes County,Massachusetts,Iranian provincial capitals,Cities and towns in South Dinajpur district,Towns in Argyll and Bute,FATLAD,Municipalities in Albacete,state,Former provinces of Georgia (country),Populated coastal places in Tunisia,Metropolitan areas of Germany,Socialist planned cities,Populated coastal places in Texas,Populated places in Nangarhar Province,Cities in AlachuA County,Florida,Cities in Kansas,Populated places established in 1887,Municipalities of Basel-City,Spa towns in Germany,Populated places established in 1883,Cities in South Africa,New Mexico communities with Hispanic majority populations,Cities and towns in Calabria,Locations in Hindu mythology,University towns in the United States,Municipalities in Valladolid,Populated places in Qatar,Communes of Puy-de-Dôme,County seats in North Carolina,Populated places in Batman Province,Populated places in Sonora,Municipal seats in Capital Region of Denmark,Municipalities of the canton of NeuChâtel,Sandboarding locations,Provinces of italy,Municipalities of Vojvodina,Cities in Volusia County,Florida,Municipalities of Denmark,Populated places established in 1875,Metropolitan areas of Morocco,Former capitals of Croatia,Port cities in Tanzania,Hungarian German communities
paint	dbp:artist	Next album,extra,from album,Cover,Last album,rows,This album,Name,certification,title,from Album,all writing,producer,filename,Producer,Chronology,Artist,Album
die from 	dbo:deathCause,dbo:deathCause	death cause,List of causes of death by rate,data,List of causes of death by rate,death cause,data
video game	dbo:Software	Warhammer Fantasy video games,Bigfish games,Amstrad PCW games,D and D,Dreamcast games,Free auDio editors,Free software projects,Sega Saturn games,DICT clients,Crave Entertainment games,Sharp MZ games,Datamost games,Price comparison services,Acorn computers,Online games,Page description languAges,Free desktop environments,Companies based in Austin,Texas,Cancelled Nintendo DS games,GP2X games,Comedy video games,Tiger handheld games,Ghost Recon games,AD & D,Acorn,Ltd,Kaneko games,Distributed file systems,VirtuAl machines,Delphine Software games,Parachuting video games,Futuristic baseball video games,Tri-Crescendo games,Konami games,ZX Spectrum-only games,Amiga games,Nintendo DS action-adventure games,NBGI,Kaiju video games,Psygnosis games,Commercial video games with freely available source code,Teenage Mutant Ninja Turtles video games,Phantasy Star games,Acorn Computers,Linux e-mail clients,Enterprise Linux distributions,Parser generators,Sony mobile games,Translation dictionaries,Video games based on toys,PlayStation-only games,TouCh! Generations,Southpeak games,D&D 4,Health standards,Unix SUS2008 utilities,ATI,Sharp X68000 games,Nintendo CD-i games,Wii Balance Board games,Pokémon video games,AtI,Software Projects,TouCh Generation,Kunio-kun games,SouthPeak Interactive,Bandai Namco Games,Puzzle LeaguE games,Codemasters games,Cancelled arcade games,Match 3 games,Gold Box games,Enix games,ATI Technologies Inc.,Network file systems,ERP software companies,Financial markets,Digital Illusions CE games,Standard Unix programs,Cricket video games,Tekken games,SCUMM games,Firaxis Games,ATI-AMD Technologies,ATi,Science websites,Video games with textuAl graphics,Free bitmap graphics editors,ADND,Free compilers and interpreters,SouthPeak Games,Pascal compilers,News aggregators,TurboGrafx-16 emulators,Baseball video games,RPM-based Linux distributions,Infinity Engine games,Firaxis games,Platform-specific Linux distributions,Nintendo Wars,Hi Tech Expressions games,Cancelled 3DO games,Free software related events and awards,D & D,Free,open source eduCAtional games,Ati Technologies,Inc.,Sega System 1 games,BigTable implementations,User interface techniquEs,VisuAl effects,K2 Engine,Fictional military organizations,HuDson Soft games,Open source software distributions,Sega StuDio USA games,Bleach games,Wesson International games,C++ compilers,Taito games,MediaWiki extensions,Firaxis,2015,Inc. games,Graphics libraries,Music websites,Multiplayer vehicle operation games,Identity management systems,Video games with digitized sprites,Fractals,Applications of cryptography,ATi Technologies,The Addams Family video games,IBM storage devices,Dungeon & Dragon,Cancelled Sega Mega-CD games,Arc System Works games,Arcade system boards,Big Fish StuDios,Genius Sonority games,Web crawlers,Ganbare Goemon games,User interface builders,Linux distributions used in appliances,Amusement park simulation games,Donald DuCk video games,Oric games,Video games developed in the Netherlands,Cancelled Super Nintendo Entertainment System games,Disk file systems,Cancelled DOS games,D&D3e,Italian encyclopedias,Sunsoft games,Game Boy Color games,Nintendo 64 platform games,God games,Humongous Entertainment games,Level 1 gazebo,Neo Geo CD games,EPUB readers,Southpeak,SquAre Enix games,Shrek video games,Web browsers for PDAs,Shrek videogames,CasuAl Games,Advanced Dungeons And Dragons,Dance Dance Revolution games,Ngmoco games,Game.com games,D&D3E,Video games developed in New Zealand,POSIX web browsers,Scripting languAges,Cancelled Nintendo 64 games,Video games developed in Poland,Python implementations,AIM clients,1991 video games,scripting languAges,Bigfishgames.com,1981 video games,Namco Bandai games,North America-exclusive video games,Animaniacs video games,Asterix games,Werewolf video games,Alexey Pajitnov games,Activision games,AuDio libraries,S2 Games,TouCh Generations,Big fish game,Tecmo games,ClouD clients,Role-playing video games,Video games developed in Spain,ATI EGA Wonder,Video games developed in Romania,IPod games,Steve Perrin games,Cancelled Game Boy games,Worms games,Open standards,Toaplan games,Software appliances,Simple 2000 games,Free game engines,Big Games,massively multiplayer online games,Alex Kidd games,VFX,1982 video games,Video games developed in Denmark,S2games,Flash games,TouCh!,Namco games,Atari ST games,List of shrek videogames,Mac OS games,Amiga game,Operating systems,File managers,BigfishstuDios,VoIP services,Vector arcade games,Dungeon and Dragons,Skateboarding video games,Online dictionaries,Vector graphics editors,Dragonlance video games,CasuAl games,Soul series games,Real-time strategy video games,Disk images,User interface markup languAges,Mario Kart games,List of shrek video games,Diablo games,Street view services,Forgotten Realms video games,Internet suites,BigfishstuDios.com,ATI technologies,Dungeon&Dragons,Dungeon & Dragons,Steampunk video games,Video games based on BKN shows,Big Fish Games,Namco System 22 games,My Big Fish Games,Mainframe games,LuA-scriptable game engines,Chinese-languAge video games,Lupin III video games,auDio editors,Sega Master System-only games,Web 2.0 neologisms,Media.Vision games,Free computer algebra systems,software projects,Cinemaware games,Dragons in video games,Television schedules,Satellite navigation systems,Looney Tunes games,German encyclopedias,Nintendo 64 games,VirtuAl Theatre engine games,Hulk video games,Syn Sophia games,Flight simulation video games,Monsters,Inc. video games,Computing platforms,Media readers,IPhone OS-only games,Superior Software games,HTML editors,Mac OS web browsers,MicroïDs games,Source engine games,computer storage devices,Organized crime video games,Nippon Professional Baseball video games,word games,1975 video games,Massively multiplayer online games,Southpeak Interactive,Word games,Haskell implementations,Jade engine games,Linux kernel features,Mecha simulation computer games,Tron video games,1986 video games,Companies based in San Francisco,California,Time_Warner_suBsidiaries,Personal information managers,iPod games,Solaris media players,Online office suites,Indie video games,Free file managers,Smilebit games,Introversion Software games,Poker video games,Upcoming video games scheduled for 2010,Mach64,Video game sequEls,Linux DVD players,translation dictionaries,1983 video games,ESPN National Hockey LeaguE video games,Full motion video based games,Fictional characters from New York City,PC games,Transport simulation games,Robotics suites,Overworks games,Sega 32X games,The Adventures of Jimmy Neutron: Boy Genius video games,Neo Geo Pocket Color games,Container formats,Discipline-oriented digital libraries,Yuke's games,Sega SG-1000 games,Microsoft criticisms and controversies,1992 video games,Simis games,Asmik Ace Entertainment games,Electronic circuit simulators,Video games developed in the United Kingdom‎,PlayStation 2-only games,Silverlight games,Cancelled video games,Bandai games,Ion Storm games,D&D,Widget engines,Donkey Kong platform games,1996 video games,role-playing video games,Ati technologies,open standards,Video games based on films directed by Russell Mulcahy,Windows word processors,Namco Bandai Games America,2009 video games,Japanese-languAge Linux distributions,Europe-exclusive video games,Television channels in the United Kingdom,D&D 3E,Shrek games,Electronic sports games,Graphing calculators,Paragon path,Life simulation games,Ultra Series video games,Mac OS X-only games,Big fish stuDio,Game Boy games,Programming contests,Bandai Games,Fictional characters with electric abilities,Big fish games inc,Level-5 games,First-person_adventures,Microsoft acquisitions,Debuggers,Apogee games,Filmmaking video games,Identity management system,Amiga Games,Video games developed in the United Kingdom,Video games based on Kids WB programs,Internet services supporting OpenID,Cancelled ZX Spectrum games,Dirty Harry video games,ATI-AMD,Word processors,NetImmerse engine games,Mortal Kombat games,3DO games,Dungeons and dragons,Privately held companies of the United Kingdom,Rambo video games,Device drivers,Cancelled Gizmondo games,World War II flight simulation video games,Platform games,Rich Internet applications,Hewlett-Packard produCts,Video games with commentaries,Dungeons and Dragons,Battlefront games,D&D 3e,Jaleco games,collectible card games,Golf video games,AMD Graphics ProduCt Group,ATI Technologies Incorporated,Electronic currencies,List of Shrek video games,Internet memes,The Young Ones,DOS games,Acorn computing,Online word processors,X-Men games,Rebellion Developments games,Tennis video games,DiscontinuED Windows components,Beach volleyball video games,Wii Wheel games,Windows games,Web browsers for DOS,Computer storage devices,Free Software Projects,video game,Code search engines,Video games based on films directed by Tim Burton,Tiling window managers,Metal Gear games,Cancelled Xbox 360 games,Acorn computer,Strategic Simulations,Inc. games,Nintendo Entertainment System games,video game sequEls,Dungeons & Dragons,Video games with cel-shaded graphics,Super Monkey Ball games,Williams games,VisuAl effect,Web Application Frameworks,Video games with expansion packs,Visco Corporation games,Proprietary version control systems,Cancelled Wii games,ATI Technologies,Reflexive Entertainment games,Cancelled VirtuAl Boy games,1977 video games,Yutaka games,Intellivision games,Wii Speak games,Web applications,TouCh generations,Funcom games,Lithtech engine games,Scheme interpreters,Screen readers,Web application frameworks,Freeware games,iPhone OS-only games,Free text editors,Software projects,Collectible card games,Irem games,Flash games ported to consoles,SouthPeak games,MusicBrainz clients,Video games based on books,Episodic video games,WebTV games,The Fantasy Game,Typing video games,work,Advanced Dungeons & Dragons,JavaScript engines,Stormfront StuDios games,Videopac games,Translation companies,Vietnam War video games,Blitz video games,Acorn,Ltd.,Video games developed in Croatia,Play-by-email video games,internet memes,VisuAl Effects,School-themed video games,National Basketball Association video games,ETL tools,Windows Phone 7 games,Video game expansion packs,Bigfishgames,Namco Bandai Games,Band-centric video games,AuDio editors,Common Lisp implementations,Sports video games,Artificial life models,Mattel games,Portable media players,Nintendo DS games with Rumble Pak support,Commodore VIC-20 games,Horse-related video games,Array Technologies Incorporated,Companies disestablished in 2001,MSX games,Honda video games,3D platform games,Software Creations games,TRS-80 games,Southpeakgames,ColecoVision games,Video games developed in Russia,Apple IIGS games,Array Technologies Incorporated Technologies Incorporated,Crystal Dynamics games,Volleyball video games,Video games featuring anthropomorphic characters,BASIC interpreters,Xbox 360 games,ATYT,NEC PC-8801 games,Companies established in 2006,Java applications,DiscontinuED development tools,Acorn
written 	dbo:author	author,cover artist,source,illustrator,developer,book,owner,generator,language,writer,license
total amount of men and women	dbp:strength	casualties,potency,lastingness,forte,intensity,Ship propulsion,date,persuAsiveness,long suit,enduringness,effectiveness,metier,strong suit,strong point,speciality,strength,durability,military posture,military capability,military strength,forcefulness,intensity level,force,notes,specialty,posture
company	dbo:Organisation	organization,system,organisation,Organization
called	dbp:nickname,foaf:givenName,dbp:alias	mascot,Caption,Dates,J-Town (Liz Lemon's,surface,The Jacker,no,related names,given to him),sobriquEt,ALTERNATIVE NAMES,date,aliases,heightft,The Master Baiter,Jackie Bear,identification symbol,Fullname,title,height,Nickname,dates,unit name,command structure,Jackikins,souBriquEt,subordinate,moniker,John Francis,Jack Donaghy,Jack,Website,byname,nickname,is part of,fiba ranking,size,Name,Jackie Boy,Victor Nightingale (alias when displaying his cookie jar collection),current commander,garrison,Jackie D.,J.D.,subdivision name,cognomen,Emblem,Donaghy,clubname,series,Caption,associated musical artist,birth place,alias,Website,associated acts,ALTERNATIVE NAMES,birth name,associated band,past members,Name,current members,former band member,Nickname,assumed name,record label,spouse,false name,band member,Label
own	dbo:keyPerson,dbo:keyPerson	key person,key people,location,keypeople,leader name,founded by,founder,key person,key people,keypeople,location,leader name,founded by,founder
when release	dbo:releaseDate	Released,release date
release	dbo:releaseDate	release date
